T1,T2,T3,T4
88.8435,104.575,58.4037,63.0271
89.0496,104.189,58.0644,64.0956
90.4027,103.759,58.9078,64.1388
90.0043,103.862,60.942,63.8649
87.7045,103.569,61.1113,64.518
86.3245,103.572,59.5314,65.2773
85.9961,104.001,58.8235,65.7138
87.1659,104.601,58.8235,65.1804
88.4411,104.895,59.63,62.5051
88.7701,104.566,61.3385,60.5545
89.0342,103.932,62.1013,60.0706
89.2857,103.537,61.8452,59.3969
89.1906,103.448,61.2099,58.3625
88.9307,103.163,60.3457,57.1843
89.2931,102.145,60.6722,55.3165
89.8204,101.726,61.7925,54.0153
89.5541,101.726,61.4075,55.2323
88.7615,101.887,60.1676,56.391
88.4901,102.551,59.0008,57.1953
89.0828,102.74,57.8559,58.0696
89.7773,102.74,58.4094,57.9481
90.5215,102.74,60.0382,57.7245
90.1234,102.74,60.6553,57.8658
89.6473,102.429,60.5328,58.0894
90.1592,102.329,59.8315,58.5486
90.3614,102.639,58.7724,59.1231
89.5851,102.74,58.9588,59.2082
88.7831,102.595,60.0179,59.0915
88.6885,101.901,60.4839,59.5237
88.4274,101.351,60.4839,60.2381
89.1963,101.066,59.9244,61.6081
90.1036,100.726,58.9793,63.2811
89.8075,100.826,59.2416,62.4086
89.1613,100.892,60.4325,60.6142
88.07,100.071,60.834,58.4494
87.9644,99.3377,60.5881,56.21
89.2791,99.3377,59.9244,57.7778
90.4605,99.3377,58.9793,60.8885
90.9091,99.3377,58.9763,60.8885
90.7623,99.3377,59.6794,60.8885
90.5455,99.3222,60.1982,60.8885
90.6922,98.6729,60.5626,60.8885
91.4044,98.0392,60.1224,60.8885
91.7982,97.1457,59.0549,65.2575
91.1411,95.5944,58.5345,60.3814
89.4103,94.8943,58.4205,57.3487
88.4734,94.0097,58.3658,54.897
88.7344,92.9492,58.3658,54.5381
88.8679,92.795,58.1385,55.3434
89.3994,92.8148,57.5816,55.9707
89.5873,91.8396,57.6063,56.6068
89.0426,90.9091,58.7423,57.735
88.5714,90.9091,59.6659,60.8635
88.8487,90.969,60.1459,62.9114
89.2857,91.2461,61.0484,61.7536
89.414,90.9653,62.8577,60.3846
89.6048,90.4143,63.5802,58.743
89.2123,90.4294,62.3932,57.8507
89.3926,90.7032,60.8384,58.4163
90.3217,89.9107,59.0439,58.9076
90.8835,88.6845,58.6459,59.2577
91.8721,88.4024,59.8181,59.4196
92.5926,88.5527,60.4295,58.9546
91.8275,88.5318,60.308,59.0071
90.3836,88.2708,59.5595,61.3558
89.4953,88.0892,58.0649,63.0369
89.0554,87.0751,57.5348,62.1291
88.9286,87.3645,58.3206,60.7471
89.1589,88.4804,59.4118,58.5265
89.2857,87.8321,61.25,56.986
89.961,87.4725,62.0968,56.7708
91.3509,86.8919,61.0887,56.9655
92.5522,85.7083,60.3335,60.4432
92.8157,85.5331,59.972,63.6477
92.8594,87.2429,60.3197,64.0569
92.7812,89.1654,61.6892,63.8227
92.6192,89.6899,61.89,62.2461
93.5335,89.8204,60.64,60.0333
93.7162,90.0476,59.7694,56.9946
93.1677,90.6003,59.297,55.1252
93.3098,91.1391,60.8584,55.0242
93.3055,91.1308,60.8584,54.9483
92.0341,91.153,60.8584,55.0493
91.4044,91.9142,60.8584,55.1471
92.6381,92.7996,60.8584,55.7705
94.3359,93.1677,60.8584,56.4989
96.3489,93.4565,67.076,56.7622
97.4026,94.8243,65.9269,56.9774
96.8731,96.1923,66.218,56.831
95.8836,96.3871,65.9885,56.5093
95.2817,96.5335,65.4113,56.3378
95.3406,97.3966,63.991,56.2322
95.5414,98.2742,62.5026,56.1029
95.2923,98.6068,64.6271,55.8941
94.3336,98.6842,67.6483,55.7398
92.8138,98.7208,70.9062,55.6365
91.1825,99.0476,74.1669,55.5108
90.8772,99.3377,75.4733,54.7114
91.7805,99.3377,74.1486,53.9568
92.1951,99.4993,71.386,54.5366
91.8212,99.9271,68.7906,55.2335
90.0888,100.465,66.447,55.4186
88.7574,101.044,65.2925,55.5211
88.9232,101.351,64.573,55.7661
89.4547,101.104,64.4343,56.1838
88.5462,100.764,62.8719,56.5119
87.0894,100.788,60.8036,56.8335
87.0277,101.128,59.2217,57.2463
87.9529,101.351,57.8369,58.0261
88.9856,101.688,57.5429,59.1499
89.3888,102.312,57.6534,61.6327
89.6429,102.894,58.7667,63.5143
89.5038,103.318,60.6583,63.3802
89.0638,103.338,60.6586,62.9473
88.9286,103.034,59.3327,62.166
89.2279,103.145,58.6917,61.4198
89.901,103.448,58.4628,60.7975
89.494,103.744,57.9634,59.6565
88.197,103.862,57.1896,58.0405
87.5088,103.566,56.9067,57.0728
87.4847,103.575,57.1235,56.6424
88.4673,103.934,56.8608,56.5465
89.5178,104.132,55.6071,57.0867
89.7783,103.419,54.6857,57.406
88.7278,103.688,54.1951,57.0794
87.5479,104.498,53.7634,56.8469
87.7595,104.053,54.9301,57.1735
89.2519,103.904,56.2438,57.4713
90.6265,104.478,56.3107,57.3616
90.3744,104.797,56.2051,57.2519
89.4911,104.073,56.1144,56.8628
88.9413,103.799,56.0096,56.4323
89.2634,104.458,56.823,56.309
89.9615,104.583,58.5999,56.2034
90.0266,104.283,59.3613,55.8493
89.3284,104.032,59.0112,55.3329
88.2716,103.908,58.3078,55.1943
87.6077,104.718,57.0916,55.296
87.5701,104.842,56.2673,55.3506
88.7655,104.505,55.8496,55.3506
90.7637,104.583,55.6414,55.3375
91.8658,103.794,56.2727,55.2358
92.2385,103.167,56.8741,55.1471
93.1012,103.044,59.2027,54.9555
95.2137,102.621,61.4574,54.7542
97.6589,102.835,61.2075,55.1312
98.8192,103.105,60.631,55.64
99.0411,103.034,60.631,57.7316
99.577,102.927,60.631,57.7316
100.37,102.294,60.631,57.7316
101.296,101.844,60.631,57.7316
101.23,101.191,60.631,57.7316
100.632,101.044,60.631,57.7316
101.282,101.041,53.2401,57.7316
102.162,100.946,53.9123,57.7316
101.918,101.256,54.6208,57.7316
102.4,101.232,56.5167,73.243
102.282,100.733,58.0953,67.4057
100.893,99.5187,57.5427,61.6914
100.826,98.3798,57.0342,60
101.166,98.0573,57.2475,60
101.292,97.7255,57.466,60.9721
100.616,97.093,57.8684,62.3528
99.706,96.7643,58.3157,62
98.7169,96.1479,58.4606,
98.294,95.7741,58.5746,
99.04,95.465,57.8137,
98.7765,94.4742,56.8187,
98.0392,94.481,55.8548,
98.2972,94.0805,54.7268,
97.5254,94.2113,54.8137,
95.3411,95.5438,55.8352,
93.3965,95.7692,56.4259,
92.887,95.9015,56.5323,
94.4949,93.4662,56.3285,
95.2611,90.57,55.005,
93.6464,89.5977,53.9568,
92.5926,86.7899,54.6425,
91.0979,84.9518,55.3394,
90.2113,84.8726,55.775,
90.8709,84.1969,56.2953,
89.3208,84.038,56.6871,
87.7193,84.2697,57.1176,
87.7193,84.3097,56.7498,
87.7193,84.5477,55.9016,
87.7193,84.9268,55.2947,
87.7193,85.1676,54.6908,
87.7193,85.2273,54.5062,
81.3612,86.1549,55.2134,
83.0021,87.2887,55.7327,
85.316,87.7575,55.3242,
88.7399,88.6529,54.9451,
91.2032,89.5124,54.856,
92.125,90.2003,54.7558,
93.2808,91.0625,55.244,
95.3589,91.4634,55.9616,
97.5611,91.4634,56.7285,
99.749,91.625,57.7084,
101.791,91.8293,57.8118,
102.422,91.6677,57.1512,
102.893,91.1973,56.8182,
103.057,91.0976,56.8182,
102.09,91.3636,56.8772,
100.888,91.4214,57.094,
100.353,88.7931,56.9619,
100.163,86.2069,55.3144,
99.3671,86.564,53.9568,
99.058,88.1034,54.1429,
99.9618,86.8496,54.3384,
100.132,85.7273,54.9513,
99.6859,88.6554,55.7625,
99.6253,88.2382,55.2505,
99.2,87.5511,54.0512,
99.4211,89.3578,53.4692,
100.309,89.8398,53.1853,
100.644,90.1104,53.0871,
100.491,90.3614,53.9576,
100.156,90.3614,54.7445,
100,91.0664,55.977,
100,91.0664,57.3404,
100.314,91.0664,56.523,
100.903,91.0664,55.3609,
100.886,94.1248,55.2778,
100.79,94.1248,,
102,94.1248,,
103.605,95.1641,,
104.545,95.6183,,
104.247,95.9995,,
103.788,96.1538,,
104.941,97.419,,
106.524,98.4314,,
106.756,98.2895,,
105.278,98.7686,,
102.758,99.5684,,
100.665,100,,
98.9403,100,,
98.0158,100,,
98.0662,99.8199,,
97.1842,99.4887,,
95.0685,99.2959,,
93.2593,98.9692,,
93.6635,98.6842,,
95.7407,98.9116,,
97.8911,98.9116,,
99.7651,98.9116,,
100.976,93.7521,,
101.316,92.3333,,
101.905,92.3333,,
102.823,92.3333,,
102.894,92.3333,,
102.32,102.162,,
102.041,101.918,,
102.638,102.162,,
103.341,102.74,,
103.638,102.449,,
103.862,102.1,,
103.672,102.209,,
103.448,102.449,,
103.448,102.377,,
103.448,102.84,,
103.188,103.799,,
102.833,103.282,,
102.6,102.684,,
102.408,103.376,,
102.925,103.862,,
103.83,103.75,,
103.516,103.871,,
102.803,104.167,,
102.538,103.853,,
102.329,103.75,,
102.612,104.063,,
103.228,104.02,,
104.224,103.75,,
105.585,103.897,,
105.443,104.167,,
104.624,104.167,,
104.767,104.167,,
104.507,104.167,,
103.362,103.991,,
102.312,103.75,,
101.345,103.925,,
100.951,104.167,,
101.291,104.167,,
101.196,104.167,,
101.037,104.167,,
101.506,103.963,,
101.666,103.459,,
101.979,103.034,,
102.416,103.151,,
102.133,103.066,,
101.778,102.74,,
101.292,102.74,,
101.887,102.74,,
102.029,102.74,,
101.066,102.911,,
99.0635,103.624,,
96.2087,104.167,,
94.7408,103.83,,
94.674,103.75,,
94.9367,103.641,,
95.1157,103.17,,
94.8272,103.151,,
93.2012,102.989,,
92.3177,102.74,,
93.0185,101.747,,
94.0057,99.7019,,
94.9937,98.3445,,
95.1786,97.7376,,
93.8397,96.7728,,
93.038,95.8256,,
93.9744,95.7913,,
95.3165,95.9236,,
95.4771,95.3942,,
94.9367,94.3757,,
93.7606,94.0542,,
91.82,94.7963,,
91.2594,95.2448,,
90.6813,95.1592,,
89.6951,95.3116,,
88.9027,95.2439,,
87.0143,94.9415,,
87.7404,95.0746,,
90.064,95.3769,,
90.3614,95.5414,,
90.3614,95.5414,,
90.1212,94.527,,
90.459,92.9413,,
91.3925,92.2222,,
91.3285,92.3336,,
90.655,92.3676,,
88.2727,89.6296,,
88.2727,89.6296,,
88.2727,86.2651,,
88.2727,87.597,,
85.4585,84.3232,,
86.5278,86.0246,,
86.0372,84.7059,,
85.1788,81.9415,,
84.9255,84.7059,,
85.5348,84.1135,,
87.8245,83.2941,,
90.3808,86.2782,,
91.7086,85.6444,,
92.6327,85.6236,,
92.7242,87.9036,,
92.2866,88.0473,,
92.4426,88.2467,,
92.5926,88.7574,,
91.8519,88.9232,,
90.7053,89.4547,,
90,90.0844,,
89.4932,89.8352,,
88.3721,89.4402,,
85.6797,90.5109,,
82.3256,90.655,,
83.9797,90.1863,,
83.9797,90.6277,,
83.9797,90.5455,,
83.9797,90.9124,,
83.9797,91.8519,,
83.9797,91.9791,,
83.9797,91.075,,
83.9797,90.9477,,
83.9797,92.3232,,
83.9797,93.4665,,
100.401,93.922,,
101.351,94.8177,,
101.829,96.1183,,
101.639,96.3057,,
99.6575,96,,
97.2295,96.367,,
95.828,96.402,,
95.0559,95.5745,,
94.7771,95.598,,
95.4352,96.4875,,
96.2817,96.8395,,
95.5082,97.1537,,
91.9956,98.028,,
88.5296,98.9172,,
86.8362,99.2593,,
88.0425,99.5671,,
90.5698,100.183,,
92.2194,100.285,,
94.131,100.319,,
95.9584,100.914,,
96.5037,101.468,,
96.1935,101.895,,
96.2705,102.041,,
96.4968,102.041,,
96.074,102.041,,
93.2622,101.74,,
89.2552,101.633,,
86.1426,101.583,,
83.3625,101.224,,
81.9672,101.525,,
82.065,101.646,,
82.5179,101.682,,
84.5381,101.757,,
87.0097,101.426,,
88.3409,101.351,,
90.1645,101.351,,
92.2957,101.368,,
93.1798,101.713,,
92.8689,102.041,,
92.2654,102.041,,
91.5516,102.407,,
91.5901,102.733,,
92.7045,102.207,,
93.5287,102.568,,
94.033,102.383,,
93.9247,102.224,,
92.7893,102.568,,
91.1456,101.863,,
89.5017,101.973,,
87.8392,102.499,,
86.8966,102.74,,
87.5538,102.74,,
89.5294,103.316,,
91.4118,104.03,,
92.0976,103.807,,
91.8634,103.456,,
92.3496,104.041,,
93.8328,104.056,,
95.0143,104.195,,
95.9167,103.938,,
96.5385,103.374,,
96.464,103.763,,
96.6234,103.459,,
97.581,102.866,,
98.3766,102.351,,
98.6002,102.79,,
97.6452,102.5,,
95.245,102.207,,
92.656,102.761,,
91.2376,102.087,,
91.7358,100.965,,
91.045,99.8764,,
88.9279,99.6636,,
88.0388,100.258,,
87.7193,100.599,,
89.0845,100.671,,
90.9784,100.465,,
91.8316,99.471,,
92.3745,99.0084,,
94.2593,98.8261,,
96.4695,96.6544,,
97.8,93.6418,,
99.3794,91.879,,
100.443,90.4268,,
101.033,89.338,,
101.655,89.216,,
102.245,88.9518,,
102.636,88.7574,,
102.611,88.4667,,
102.066,87.9477,,
100.824,87.7193,,
99.3474,87.9319,,
98.943,88.1899,,
98.715,87.9565,,
97.5079,85.2753,,
96.0414,83.8049,,
93.949,84.9208,,
93.5115,84.219,,
94.6835,84.1061,,
94.8603,85.2529,,
94.5617,85.9052,,
93.4801,85.4646,,
92.2181,85.3336,,
92.4062,86.3133,,
94.2328,86.7052,,
95.2028,86.293,,
94.9367,85.9039,,
94.0747,86.161,,
92.7832,88.652,,
92.7607,89.9465,,
93.4589,89.0909,,
93.3333,90.0317,,
92.0536,90.343,,
90.3252,90.3987,,
90.4617,91.1116,,
91.4634,91.1382,,
90.9669,91.8114,,
89.7903,91.9394,,
88.4148,91.4815,,
85.9164,92,,
83.7,91.6162,,
83.778,91.8577,,
85.7737,92.5166,,
87.37,92.0497,,
87.5375,92.5201,,
88.9871,94.0097,,
90.145,94.486,,
89.6279,94.1772,,
88.8994,94.5425,,
87.3393,94.5952,,
87.5077,94.8636,,
89.5235,95.2782,,
90.5218,95.267,,
90.0455,95.5743,,
88.9076,94.188,,
88.2895,94.0313,,
87.8844,95.812,,
89.8547,96.448,,
90.8834,97.3906,,
89.0927,98.0392,,
88.0639,98.3179,,
87.7193,98.8521,,
86.8272,99.5161,,
85.3848,100.215,,
85.0308,100.285,,
86.1942,100.708,,
86.6404,101.058,,
84.9593,100.946,,
85.712,101.24,,
87.6723,101.248,,
88.3041,100.985,,
90.7407,101.433,,
92.5926,102.041,,
92.7789,101.779,,
92.8607,101.633,,
92.3746,101.895,,
91.7283,102.041,,
92.314,102.075,,
93.5941,102.778,,
94.0139,103.448,,
93.2984,103.448,,
92.3381,103.652,,
92.2222,104.163,,
92.7353,104.389,,
93.7247,103.636,,
94.3396,103.929,,
95.255,104.201,,
96.6332,103.765,,
97.6129,103.632,,
99.0918,103.333,,
100.362,103.796,,
101.279,104.167,,
101.964,104.167,,
101.674,104.167,,
100.989,103.545,,
100.471,103.333,,
99.1552,103.757,,
98.949,103.47,,
98.7552,102.955,,
96.9121,102.701,,
95.5816,102.007,,
94.0792,101.652,,
92.1016,101.997,,
92.0427,102.041,,
93.0909,101.805,,
92.0118,101.12,,
90.6265,100.671,,
90.3614,100.031,,
90.889,99.3644,,
92.3178,99.16,,
93.4845,98.9404,,
92.6023,99.0789,,
90.4035,98.9718,,
88.5053,98.6842,,
87.4337,98.6842,,
87.9817,98.6842,,
89.0199,98.7679,,
89.1995,99.0946,,
87.6601,99.3377,,
85.4074,99.0633,,
84.599,98.7365,,
85.8997,98.6842,,
87.4276,98.6223,,
86.6124,98.2998,,
84.2472,98.0392,,
84.2472,98.2792,,
84.2472,98.4314,,
84.2472,98.3888,,
84.2472,98.8859,,
78.6536,99.3377,,
79.6562,99.0476,,
81.1394,98.9404,,
82.7807,99.2306,,
84.3619,99.2541,,
87.2078,98.9017,,
89.237,98.0178,,
89.5195,97.4026,,
90.3312,97.2216,,
89.8677,97.6764,,
88.0063,99.5316,,
87.0414,99.0769,,
88.0911,96.5464,,
89.521,94.262,,
90.3878,93.0832,,
91.3881,95.0188,,
91.333,96.4293,,
90.4083,94.8638,,
90.6734,92.2527,,
92.1826,90.4923,,
93.3356,91.3228,,
93.4565,92.8617,,
92.3546,93.1493,,
91.3362,93.7052,,
91.2971,95.0967,,
91.4634,95.1451,,
91.4634,94.5904,,
90.5948,95.0631,,
88.6265,95.4132,,
86.6206,95.561,,
87.1432,95.8672,,
88.9109,95.904,,
88.7425,96.4777,,
85.1013,97.7724,,
81.9672,97.753,,
81.9998,96.7083,,
82.4527,97.8154,,
84.546,100.187,,
87.2961,101.29,,
88.5653,102.754,,
89.2421,104.801,,
89.9294,104.801,,
90.5234,104.801,,
91.7537,100.723,,
93.4242,99.7831,,
93.3198,99.0834,,
91.3296,99.3709,,
89.2661,101.284,,
89.5829,103.085,,
91.4882,103.151,,
92.2186,103.034,,
92.0078,102.812,,
89.6825,100.822,,
87.5357,96.8919,,
86.4565,97.9577,,
83.9893,100.498,,
85.2325,100.135,,
87.0735,100.989,,
85.1266,101.259,,
85.6814,100.946,,
87.9651,101.038,,
88.9019,103.606,,
88.8873,102.673,,
87.6985,102.673,,
87.201,102.673,,
88.1173,98.8235,,
88.9118,98.621,,
89.7935,98.323,,
89.6765,98.4314,,
88.3208,97.7328,,
86.6521,96.7413,,
86.3542,96.5236,,
87.3479,96.7742,,
87.7306,96.5533,,
86.0145,96.2432,,
85.2927,95.9579,,
87.2668,95.0508,,
89.2897,94.6214,,
88.798,94.92,,
87.0666,94.5688,,
87.1013,93.6843,,
88.2948,93.1677,,
89.7633,93.4123,,
90,93.7034,,
89.5801,93.9161,,
89.6108,94.4907,,
90.2994,93.7459,,
90.999,92.7996,,
91.0714,93.0872,,
90.1045,93.2096,,
90.0195,93.5008,,
90.8312,94.2627,,
91.2841,94.6769,,
92.7045,94.459,,
92.3523,94.3068,,
90.5704,93.7208,,
90.092,92.7287,,
90.1796,92.2889,,
91.477,92.3926,,
92.3926,92.2608,,
91.9964,92.2699,,
91.6074,92.554,,
91.1619,92.5153,,
91.122,92.2313,,
91.7877,92.2995,,
92.3337,92.7767,,
90.5921,93.6467,,
87.9201,95.1925,,
87.4514,95.806,,
88.6984,95.5414,,
91.0847,95.3527,,
92.1454,95.0504,,
91.5808,94.9657,,
91.5105,95.2681,,
91.7911,95.2874,,
92.0245,95.1592,,
91.8674,95.3165,,
91.6564,95.0767,,
91.8136,93.699,,
91.7597,92.5926,,
91.8359,92.5926,,
92.5793,92.5926,,
93.3823,92.5926,,
94.0613,92.5926,,
94.5737,92.9259,,
95.0294,93.5046,,
95.3963,93.7595,,
95.5366,94.3528,,
94.9357,94.9367,,
95.0073,94.6472,,
95.4717,94.1151,,
95.067,94.1061,,
95.8198,94.0637,,
97.0809,94.3564,,
96.7027,95.1123,,
96.3891,95.2858,,
97.2328,96.3373,,
97.2177,97.6903,,
95.8334,98.228,,
93.6169,98.7326,,
91.756,99.1626,,
91.027,99.3536,,
90.6002,99.6848,,
89.7198,100.285,,
88.8009,100.843,,
88.3343,101.234,,
87.6772,101.351,,
88.5264,101.387,,
90.5949,101.732,,
91.6123,101.732,,
91.1198,101.732,,
89.3574,101.732,,
88.6616,103.162,,
90,103.616,,
91.8114,101.588,,
91.3095,103.001,,
89.2076,104.537,,
87.799,104.895,,
87.2093,104.368,,
88.281,104.056,,
90.1498,104.583,,
91.4458,104.793,,
91.1531,104.429,,
89.4103,104.167,,
87.7363,104.167,,
86.3639,104.167,,
86.9143,103.925,,
88.3293,103.566,,
88.4046,103.448,,
87.485,103.517,,
87.1392,103.876,,
87.7722,104.167,,
88.2046,103.848,,
89.1293,103.231,,
90.2515,103.034,,
90.6666,103.011,,
90.4671,102.541,,
90.0519,102.449,,
90.2602,102.371,,
90.4085,102.041,,
89.6257,102.287,,
88.6849,102.449,,
87.6355,102.079,,
87.1765,101.633,,
87.7867,101.757,,
88.5068,101.696,,
88.4003,101.074,,
87.7996,100.734,,
87.3827,100.818,,
88.6971,100.908,,
90.6126,100.095,,
91.0843,99.3377,,
90.7449,99.0659,,
89.5787,98.9404,,
88.4528,99.3474,,
88.3228,99.7351,,
89.7225,99.6,,
91.1685,99.6689,,
91.1019,99.7351,,
90.6497,99.2105,,
90.7163,98.9404,,
93.1697,99.0789,,
93.1697,98.9561,,
93.1697,98.0742,,
93.1697,97.2071,,
93.1697,96.8622,,
98.0392,96.3414,,
98.3127,94.5382,,
98.4314,93.1677,,
97.525,93.5568,,
95.7277,93.363,,
93.9248,91.5708,,
93.1677,90.3614,,
93.6701,90.9735,,
94.4638,90.5484,,
94.5474,87.9642,,
94.3396,88.9403,,
94.7963,91.6677,,
95.3972,91.7118,,
95.3193,91.2303,,
94.4236,90.9091,,
93.4682,91.3463,,
93.375,91.12,,
93.8942,89.6069,,
94.6635,88.7574,,
95.628,89.5923,,
96.1538,89.596,,
96.3524,87.6902,,
96.9155,89.6041,,
97.7165,90.9194,,
98.4185,89.747,,
98.9979,91.4431,,
98.8364,90.6979,,
97.0679,90.012,,
94.6187,91.2597,,
93.0278,91.0376,,
92.8663,92.2861,,
93.1539,93.75,,
92.8473,93.75,,
91.9952,93.9256,,
91.4634,94.5287,,
91.888,95.2487,,
92.4526,96.0197,,
92.5023,96.6361,,
91.9377,96.6824,,
91.7013,96.4022,,
92.4512,96.8082,,
93.4344,97.4026,,
94.1226,97.5885,,
95.2395,98.0229,,
96.3774,98.4778,,
96.8531,98.6842,,
97.1613,98.0895,,
97.0029,97.6703,,
96.7742,98.2489,,
96.5285,98.9087,,
95.4061,98.9563,,
93.9985,99.3737,,
93.9037,100.285,,
94.6334,100.843,,
94.717,101.234,,
94.1607,101.351,,
93.3997,101.351,,
92.5047,101.351,,
93.2709,101.351,,
94.3758,101.351,,
94.0841,101.351,,
94.1487,101.478,,
94.6501,101.691,,
95.409,101.224,,
95.2292,101.356,,
93.9423,102.329,,
93.5287,102.449,,
92.6524,102.329,,
92.25,102.449,,
93.3476,102.329,,
93.8558,102.438,,
95.0577,102.401,,
97.2166,102.329,,
98.2805,102.449,,
98.4202,102.648,,
99.2077,103.474,,
100.949,103.605,,
102.041,102.649,,
101.751,102.376,,
101.862,103.006,,
101.832,103.375,,
100.059,103.116,,
97.1287,102.516,,
95.5414,102.405,,
95.5414,101.957,,
96.5285,102.007,,
98.5299,101.898,,
99.9256,101.101,,
101.523,100.807,,
102.74,100.005,,
103.015,99.7325,,
103.815,99.3474,,
104.445,99.2,,
104.359,99.2879,,
103.93,98.8,,
102.523,99.2647,,
100.039,99.2421,,
99.2108,96.9304,,
100.427,94.4622,,
102.017,93.4578,,
103.52,93.0859,,
103.734,92.2338,,
103.734,90.6098,,
103.734,89.5209,,
103.734,89.3114,,
103.734,89.5787,,
103.734,90.4447,,
103.734,89.8694,,
103.734,87.0296,,
88.9034,87.3377,,
90.5565,88.3877,,
92.8345,87.6678,,
94.6083,89.1037,,
95.8343,87.8354,,
96.8482,86.4372,,
97.4026,87.8435,,
96.7996,86.1958,,
95.7505,86.7307,,
95.1984,88.5444,,
95.6232,86.8069,,
95.3556,88.8706,,
95.1886,89.9819,,
96.297,88.7881,,
96.9806,91.7052,,
98.5935,91.5296,,
99.6927,91.4557,,
100.335,93.1282,,
101.107,92.0058,,
100.581,93.7674,,
100.608,93.9775,,
101.863,93.268,,
102.057,94.7561,,
101.09,93.2903,,
98.6351,94.2887,,
95.9158,95.7712,,
97.0263,93.76,,
98.6842,92.597,,
97.8285,93.9918,,
96.075,94.0906,,
94.9891,92.4208,,
95.2904,91.4859,,
96.5911,89.853,,
97.9768,91.6378,,
98.1818,93.036,,
97.6077,92.2068,,
97.541,93.5033,,
98.1818,92.8944,,
99.6777,93.2251,,
100.4,93.8559,,
100.268,92.4841,,
100.54,93.8923,,
100.522,95.5414,,
99.8712,95.3068,,
100.361,95.6357,,
101.068,96.4557,,
100.092,95.8342,,
98.6369,95.555,,
97.5,95.2308,,
97.9049,94.6154,,
97.7598,95.1801,,
95.0759,94.3024,,
93.0363,95.1835,,
92.9701,95.986,,
91.5022,95.0649,,
90.9403,96.3145,,
92.0374,97.023,,
91.9676,97.6986,,
92.8354,98.6537,,
94.0212,98.8594,,
94.125,99.2947,,
93.7466,99.7775,,
93.3517,100,,
93.1677,100.627,,
93.3983,101.05,,
94.148,100.946,,
95.3425,100.95,,
96.7256,100.483,,
98.0588,100.392,,
99.4869,101.34,,
100.69,102.024,,
101.221,101.826,,
101.524,101.786,,
102.218,102.256,,
102.74,102.262,,
101.49,101.663,,
99.1959,101.666,,
99.1959,102.01,,
99.1959,101.848,,
99.1959,101.503,,
99.1959,101.222,,
99.1959,100.546,,
99.1959,100.333,,
99.1959,100.668,,
99.1959,100.671,,
99.1959,100.394,,
99.1959,99.9365,,
99.1959,100.546,,
82.1587,101.003,,
84.4073,100.116,,
85.8818,99.6564,,
86.1281,99.5965,,
86.2069,98.9961,,
87.1156,98.2946,,
87.067,98.0392,,
85.0111,97.5585,,
82.4968,96.926,,
81.0811,96.4334,,
81.1827,95.2161,,
81.8509,94.3396,,
78.7123,94.3396,,
73.4366,94.3396,,
73.8118,94.3396,,
76.5512,94.3396,,
78.355,88.2574,,
79.7589,86.3564,,
80.3707,86.3564,,
80.8348,86.3564,,
81.7173,86.9941,,
83.2031,82.0202,,
84.8835,87.9581,,
85.7143,85.3241,,
85.8857,80.8937,,
85.556,84.7166,,
83.7363,83.6304,,
83.8154,85.642,,
84.1361,89.1566,,
81.4231,83.7376,,
79.1957,86.9536,,
78.5691,90.5487,,
78.534,85.0047,,
80.0584,87.7394,,
81.4947,89.0337,,
81.0259,85.6351,,
81.4747,85.5968,,
83.3899,91.3702,,
85.5195,98.1032,,
85.8953,94.8083,,
85.0616,88.6039,,
84.5662,92.5314,,
83.5546,94.2925,,
84.4518,90.631,,
85.0348,91.2786,,
82.342,92.5679,,
81.0624,88.7823,,
81.2903,85.8347,,
80.8731,88.4175,,
82.2094,89.6279,,
82.7825,89.3186,,
81.0877,88.9435,,
81.6285,89.5176,,
83.4498,90.9947,,
84.6325,89.2786,,
86.2239,87.9755,,
87.0016,90.3163,,
86.3185,89.9858,,
85.3119,90.4756,,
85.4939,92.5657,,
86.3644,92.963,,
87.2731,92.7683,,
90.0245,91.1843,,
92.0245,91.7655,,
92.5767,94.4978,,
93.653,95.1592,,
94.586,95.2874,,
95.2681,95.5414,,
94.5444,95.5414,,
94.0127,95.0762,,
94.5733,94.2101,,
93.6306,96.5736,,
94.067,97.9114,,
95.0943,96.121,,
94.9216,95.7692,,
96.1808,96.0123,,
98.9515,96.5087,,
101.739,96.7742,,
102.14,97.4083,,
101.214,98.0762,,
100.946,97.7563,,
101.177,97.4026,,
101.52,97.7158,,
102.928,98.0341,,
103.476,97.7002,,
103.333,97.0677,,
104.024,96.8096,,
104.167,97.4421,,
104.292,98.3075,,
104.583,98.63,,
104.441,98.6842,,
103.79,98.6842,,
101.623,98.6842,,
99.5679,99.0005,,
99.1835,99.3273,,
98.8567,99.5205,,
